,name,fulName,id,total_count,error_total,iac_count,error_iac,iacPercent,error_percent,isCriteria2Met
0,avro-php,wikimedia/avro-php,575457658,2,0,0,0,0.0,0,0
1,toolhunt,wikimedia/toolhunt,575055016,0,0,0,0,0.0,1,0
2,mediawiki-extensions-RealMe,wikimedia/mediawiki-extensions-RealMe,574852324,18,0,0,0,0.0,0,0
3,mediawiki-extensions-WatchAnalytics,wikimedia/mediawiki-extensions-WatchAnalytics,571660657,62,0,0,0,0.0,0,0
4,mediawiki-extensions-PagePermissions,wikimedia/mediawiki-extensions-PagePermissions,571658997,18,0,0,0,0.0,0,0
5,operations-debs-varnish-modules,wikimedia/operations-debs-varnish-modules,564766594,125,0,0,0,0.0,0,0
6,generated-data-platform-aqs-device_analytics,wikimedia/generated-data-platform-aqs-device_analytics,564517427,14,0,0,0,0.0,0,0
7,generated-data-platform-aqs,wikimedia/generated-data-platform-aqs,564515853,0,0,0,0,0.0,1,0
8,operations-software-liberica,wikimedia/operations-software-liberica,564507741,1,0,0,0,0.0,0,0
9,abaculus,wikimedia/abaculus,564302030,0,0,0,0,0.0,1,0
10,mediawiki-libs-IPAValidator,wikimedia/mediawiki-libs-IPAValidator,563808839,14,0,0,0,0.0,0,0
11,tilelive-vector,wikimedia/tilelive-vector,563284253,0,0,0,0,0.0,1,0
12,mediawiki-libs-Bcp47Code,wikimedia/mediawiki-libs-Bcp47Code,561714108,18,0,0,0,0.0,0,0
13,mapnik-reference,wikimedia/mapnik-reference,560336659,0,0,0,0,0.0,1,0
14,operations-debs-benthos,wikimedia/operations-debs-benthos,551028459,1529,0,0,0,0.0,0,0
15,mediawiki-extensions-Monstranto,wikimedia/mediawiki-extensions-Monstranto,543747261,25,0,0,0,0.0,0,0
16,tilelive-bridge,wikimedia/tilelive-bridge,542448125,0,0,0,0,0.0,1,0
17,tilelive-tmsource,wikimedia/tilelive-tmsource,542440062,0,0,0,0,0.0,1,0
18,mediawiki-extensions-HTMLPurifier,wikimedia/mediawiki-extensions-HTMLPurifier,539185501,28,0,0,0,0.0,0,0
19,rsyslog_exporter,wikimedia/rsyslog_exporter,536660092,0,0,0,0,0.0,1,0
20,mediawiki-extensions-OurWorldInData,wikimedia/mediawiki-extensions-OurWorldInData,533241223,1,0,0,0,0.0,0,0
21,tilelive-overlay,wikimedia/tilelive-overlay,529193773,0,0,0,0,0.0,1,0
22,geojson-mapnikify,wikimedia/geojson-mapnikify,529189844,0,0,0,0,0.0,1,0
23,mediawiki-extensions-UnlinkedWikibase,wikimedia/mediawiki-extensions-UnlinkedWikibase,528006924,19,0,0,0,0.0,0,0
24,makizushi,wikimedia/makizushi,525806426,0,0,0,0,0.0,1,0
25,cloud-toolforge-kube-container-updater,wikimedia/cloud-toolforge-kube-container-updater,521956985,8,0,0,0,0.0,0,0
26,mediawiki-skins-Foreground,wikimedia/mediawiki-skins-Foreground,521670477,124,0,0,0,0.0,0,0
27,mediawiki-skins-Pivot,wikimedia/mediawiki-skins-Pivot,521670228,65,0,0,0,0.0,0,0
28,vegalite-wordpress-plugin,wikimedia/vegalite-wordpress-plugin,517816063,56,0,0,0,0.0,0,0
29,wikimedia-soundlogo-site,wikimedia/wikimedia-soundlogo-site,517812567,0,0,0,0,0.0,1,0
30,mediawiki-extensions-EmergencyCaptcha,wikimedia/mediawiki-extensions-EmergencyCaptcha,514669004,1,0,0,0,0.0,0,0
31,mediawiki-extensions-Toolhub,wikimedia/mediawiki-extensions-Toolhub,513641020,25,0,0,0,0.0,0,0
32,mediawiki-extensions-Realnames,wikimedia/mediawiki-extensions-Realnames,513639273,15,0,0,0,0.0,0,0
33,mediawiki-tools-wikilambda-cli,wikimedia/mediawiki-tools-wikilambda-cli,513635610,42,0,0,0,0.0,0,0
34,cloud-wmcs-cookbooks,wikimedia/cloud-wmcs-cookbooks,511505272,1,0,0,0,0.0,0,0
35,operations-software-varnish-libvmod-querysort,wikimedia/operations-software-varnish-libvmod-querysort,509589247,20,0,0,0,0.0,0,0
36,thumbor,wikimedia/thumbor,509198472,0,0,0,0,0.0,1,0
37,performance-asoranking,wikimedia/performance-asoranking,508891467,6,0,0,0,0.0,0,0
38,mediawiki-extensions-MultiMail,wikimedia/mediawiki-extensions-MultiMail,508846762,83,0,0,0,0.0,0,0
39,mediawiki-extensions-Share,wikimedia/mediawiki-extensions-Share,507881153,24,0,0,0,0.0,0,0
40,operations-software-helm-state-metrics,wikimedia/operations-software-helm-state-metrics,506281581,3884,0,0,0,0.0,0,0
41,shiro-wordpress-theme,wikimedia/shiro-wordpress-theme,504761465,825,0,0,0,0.0,0,0
42,mediawiki-extensions-SearchVue,wikimedia/mediawiki-extensions-SearchVue,501396507,109,0,0,0,0.0,0,0
43,DarkCosmos,wikimedia/DarkCosmos,499203630,0,0,0,0,0.0,1,0
44,pixel-seed-data,wikimedia/pixel-seed-data,496873102,16,0,0,0,0.0,0,0
45,operations-software-pampinus,wikimedia/operations-software-pampinus,496340806,1,0,0,0,0.0,0,0
46,cloud-toolforge-toolforge-build-api,wikimedia/cloud-toolforge-toolforge-build-api,495946952,1,0,0,0,0.0,0,0
47,cloud-toolforge-toolforge-build-cli,wikimedia/cloud-toolforge-toolforge-build-cli,495944571,1,0,0,0,0.0,0,0
48,design-playground-ios,wikimedia/design-playground-ios,495819282,27,0,0,0,0.0,0,0
49,mediawiki-skins-cli,wikimedia/mediawiki-skins-cli,493827224,88,0,0,0,0.0,0,0
50,operations-debs-kubeconform,wikimedia/operations-debs-kubeconform,493646728,226,0,0,0,0.0,0,0
51,mediawiki-extensions-Phonos,wikimedia/mediawiki-extensions-Phonos,493131688,83,0,0,0,0.0,0,0
52,labs-tools-stewardbots-ui,wikimedia/labs-tools-stewardbots-ui,491923174,15,0,0,0,0.0,0,0
53,mediawiki-extensions-Json5Config,wikimedia/mediawiki-extensions-Json5Config,491410973,1,0,0,0,0.0,0,0
54,mediawiki-extensions-MenuEditor,wikimedia/mediawiki-extensions-MenuEditor,490250434,113,0,0,0,0.0,0,0
55,mediawiki-extensions-ImportOfficeFiles,wikimedia/mediawiki-extensions-ImportOfficeFiles,490250322,207,0,0,0,0.0,0,0
56,mediawiki-extensions-EnhancedUpload,wikimedia/mediawiki-extensions-EnhancedUpload,490250179,113,0,0,0,0.0,0,0
57,operations-debs-python-opensearch,wikimedia/operations-debs-python-opensearch,486603581,218,0,0,0,0.0,0,0
58,mediawiki-extensions-PhotoSwipe,wikimedia/mediawiki-extensions-PhotoSwipe,485746494,17,0,0,0,0.0,0,0
59,mediawiki-extensions-SimilarEditors,wikimedia/mediawiki-extensions-SimilarEditors,484186210,70,0,0,0,0.0,0,0
60,mediawiki-extensions-EasyWiki,wikimedia/mediawiki-extensions-EasyWiki,477257663,1,0,0,0,0.0,0,0
61,generated-data-platform-datasets-image-suggestions,wikimedia/generated-data-platform-datasets-image-suggestions,477254058,18,0,0,0,0.0,0,0
62,generated-data-platform-datasets,wikimedia/generated-data-platform-datasets,477253980,0,0,0,0,0.0,1,0
63,generated-data-platform,wikimedia/generated-data-platform,477253868,0,0,0,0,0.0,1,0
64,abstract-wikimedia-helpers,wikimedia/abstract-wikimedia-helpers,475568648,5,0,0,0,0.0,0,0
65,pixel,wikimedia/pixel,474465387,59,0,0,0,0.0,0,0
66,cert-manager,wikimedia/cert-manager,474030929,0,0,0,0,0.0,1,0
67,mediawiki-extensions-WikiVideos,wikimedia/mediawiki-extensions-WikiVideos,474021841,34,0,0,0,0.0,0,0
68,labs-tools-force-rebase,wikimedia/labs-tools-force-rebase,472716926,16,0,0,0,0.0,0,0
69,operations-software-mediabackups,wikimedia/operations-software-mediabackups,471325726,41,0,0,0,0.0,0,0
70,operations-debs-istio,wikimedia/operations-debs-istio,470297111,4820,0,0,0,0.0,0,0
71,polyfill-library,wikimedia/polyfill-library,468482598,0,0,0,0,0.0,1,0
72,mediawiki-extensions-SemanticRESTAPI,wikimedia/mediawiki-extensions-SemanticRESTAPI,466571920,28,0,0,0,0.0,0,0
73,wikidata-propertysuggester-RecommenderServer,wikimedia/wikidata-propertysuggester-RecommenderServer,465434628,54,0,0,0,0.0,0,0
74,wikidata-propertysuggester,wikimedia/wikidata-propertysuggester,465434308,0,0,0,0,0.0,1,0
75,mediawiki-extensions-VueTest,wikimedia/mediawiki-extensions-VueTest,464821425,29,0,0,0,0.0,0,0
76,mediawiki-extensions-RegularTooltips,wikimedia/mediawiki-extensions-RegularTooltips,462886325,17,0,0,0,0.0,0,0
77,analytics-datahub,wikimedia/analytics-datahub,461452766,4811,0,0,0,0.0,0,0
78,mediawiki-extensions-RedirectManager,wikimedia/mediawiki-extensions-RedirectManager,461436485,53,0,0,0,0.0,0,0
79,mediawiki-extensions-ImageSuggestions,wikimedia/mediawiki-extensions-ImageSuggestions,461435770,18,0,0,0,0.0,0,0
80,mediawiki-extensions-PageOwnership,wikimedia/mediawiki-extensions-PageOwnership,461435134,26,0,0,0,0.0,0,0
81,mediawiki-extensions-TuleapWikiFarm,wikimedia/mediawiki-extensions-TuleapWikiFarm,457703109,78,0,0,0,0.0,0,0
82,releng-phatality,wikimedia/releng-phatality,457531746,24,0,0,0,0.0,0,0
83,mediawiki-extensions-PageProperties,wikimedia/mediawiki-extensions-PageProperties,454446854,65,0,0,0,0.0,0,0
84,objectcache,wikimedia/objectcache,450950920,1,0,0,0,0.0,0,0
85,operations-docker-images-docker-report,wikimedia/operations-docker-images-docker-report,449195838,35,0,0,0,0.0,0,0
86,mediawiki-extensions-BlueSpiceProDistributionConnector,wikimedia/mediawiki-extensions-BlueSpiceProDistributionConnector,447543505,47,0,0,0,0.0,0,0
87,cloud-toolforge-toolforge-cli,wikimedia/cloud-toolforge-toolforge-cli,447542994,1,0,0,0,0.0,0,0
88,mediawiki-skins-Cavendish,wikimedia/mediawiki-skins-Cavendish,447532477,65,0,0,0,0.0,0,0
89,operations-software-schema-changes,wikimedia/operations-software-schema-changes,446456208,53,0,0,0,0.0,0,0
90,mediawiki-extensions-CategoryExplorer,wikimedia/mediawiki-extensions-CategoryExplorer,445700210,13,0,0,0,0.0,0,0
91,wikiwho_api,wikimedia/wikiwho_api,444173400,220,0,0,0,0.0,0,0
92,mediawiki-skins-TuleapSkin,wikimedia/mediawiki-skins-TuleapSkin,440830758,78,0,0,0,0.0,0,0
93,mediawiki-extensions-TuleapIntegration,wikimedia/mediawiki-extensions-TuleapIntegration,440830316,45,0,0,0,0.0,0,0
94,mediawiki-extensions-PrincePDF,wikimedia/mediawiki-extensions-PrincePDF,440829817,1,0,0,0,0.0,0,0
95,mediawiki-extensions-GoogleDocCreator,wikimedia/mediawiki-extensions-GoogleDocCreator,440829242,15,0,0,0,0.0,0,0
96,mediawiki-dgraph-skin,wikimedia/mediawiki-dgraph-skin,439452502,0,0,0,0,0.0,1,0
97,mediawiki-skins-Wisky,wikimedia/mediawiki-skins-Wisky,439437819,13,0,0,0,0.0,0,0
98,cfssl,wikimedia/cfssl,439347406,0,0,0,0,0.0,1,0
99,eveskin,wikimedia/eveskin,439077373,0,0,0,0,0.0,1,0
100,mediawiki-extensions-UrlShortener,wikimedia/mediawiki-extensions-UrlShortener,436988546,162,0,0,0,0.0,0,0
101,mediawiki-extensions-CampaignEvents,wikimedia/mediawiki-extensions-CampaignEvents,435640278,262,0,0,0,0.0,0,0
102,wikimedia-developer-portal,wikimedia/wikimedia-developer-portal,435639268,189,0,0,0,0.0,0,0
103,mediawiki-extensions-SearchThumbs,wikimedia/mediawiki-extensions-SearchThumbs,434739317,32,0,0,0,0.0,0,0
104,mediawiki-extensions-SecurityApi,wikimedia/mediawiki-extensions-SecurityApi,433162723,13,0,0,0,0.0,0,0
105,mediawiki-extensions-QuickInstantCommons,wikimedia/mediawiki-extensions-QuickInstantCommons,428478369,31,0,0,0,0.0,0,0
106,mediawiki-skins-BlueSpiceDiscovery,wikimedia/mediawiki-skins-BlueSpiceDiscovery,426900585,393,0,0,0,0.0,0,0
107,operations-software-cfssl-issuer,wikimedia/operations-software-cfssl-issuer,426605418,3483,0,0,0,0.0,0,0
108,mediawiki-extensions-PageCheckout,wikimedia/mediawiki-extensions-PageCheckout,426544623,52,0,0,0,0.0,0,0
109,mediawiki-extensions-UnifiedTaskOverview,wikimedia/mediawiki-extensions-UnifiedTaskOverview,426544165,47,0,0,0,0.0,0,0
110,mediawiki-extensions-StandardDialogs,wikimedia/mediawiki-extensions-StandardDialogs,426543636,76,0,0,0,0.0,0,0
111,mediawiki-extensions-Workflows,wikimedia/mediawiki-extensions-Workflows,426543193,380,0,0,0,0.0,0,0
112,mediawiki-extensions-Forms,wikimedia/mediawiki-extensions-Forms,426542685,118,0,0,0,0.0,0,0
113,cloud-toolforge-delete-crashing-pods,wikimedia/cloud-toolforge-delete-crashing-pods,425467717,26,0,0,0,0.0,0,0
114,doxygen,wikimedia/doxygen,425128428,0,0,0,0,0.0,1,0
115,operations-software-wmfdb,wikimedia/operations-software-wmfdb,422144383,38,0,0,0,0.0,0,0
116,mediawiki-services-servicelib-node,wikimedia/mediawiki-services-servicelib-node,420005545,40,0,0,0,0.0,0,0
117,mediawiki-extensions-PageAuthors,wikimedia/mediawiki-extensions-PageAuthors,418632403,30,0,0,0,0.0,0,0
118,mediawiki-services-service-scaffold-node,wikimedia/mediawiki-services-service-scaffold-node,417279785,36,0,0,0,0.0,0,0
119,codex,wikimedia/codex,414749623,712,0,0,0,0.0,0,0
120,mediawiki-services-servicelib-golang,wikimedia/mediawiki-services-servicelib-golang,413154472,12,0,0,0,0.0,0,0
121,mediawiki-services-service-scaffold-golang,wikimedia/mediawiki-services-service-scaffold-golang,413153729,14,0,0,0,0.0,0,0
122,vue-component-library,wikimedia/vue-component-library,409717394,56,0,0,0,0.0,0,0
123,wikistories-prototype,wikimedia/wikistories-prototype,408939014,63,0,0,0,0.0,0,0
124,labs-tools-wikicontest-backend,wikimedia/labs-tools-wikicontest-backend,405923165,9,0,0,0,0.0,0,0
125,wikimedia-fundraising-privatebin,wikimedia/wikimedia-fundraising-privatebin,405062273,189,0,0,0,0.0,0,0
126,cloud-toolforge-jobs-framework-emailer,wikimedia/cloud-toolforge-jobs-framework-emailer,405056662,39,0,0,0,0.0,0,0
127,mediawiki-extensions-CategoryLockdown,wikimedia/mediawiki-extensions-CategoryLockdown,404083409,33,0,0,0,0.0,0,0
128,labs-tools-commons-recon-service,wikimedia/labs-tools-commons-recon-service,403412465,43,0,0,0,0.0,0,0
129,mediawiki-extensions-StickyTOC,wikimedia/mediawiki-extensions-StickyTOC,400973262,11,0,0,0,0.0,0,0
130,operations-debs-python-eventlet,wikimedia/operations-debs-python-eventlet,400270733,1,0,0,0,0.0,0,0
131,mediawiki-services-apple-search,wikimedia/mediawiki-services-apple-search,399410847,12,0,0,0,0.0,0,0
132,operations-software-durum,wikimedia/operations-software-durum,398385711,1,0,0,0,0.0,0,0
133,cloud-toolforge-volume-admission-controller,wikimedia/cloud-toolforge-volume-admission-controller,398383688,33,0,0,0,0.0,0,0
134,wikilearn-edx-theme,wikimedia/wikilearn-edx-theme,398349260,1,0,0,0,0.0,0,0
135,edx-platform,wikimedia/edx-platform,397196172,0,0,0,0,0.0,1,0
136,labs-tools-Wiki2Reveal,wikimedia/labs-tools-Wiki2Reveal,394032729,470,0,0,0,0.0,0,0
137,mediawiki-services-example-node-api,wikimedia/mediawiki-services-example-node-api,394031744,36,0,0,0,0.0,0,0
138,mediawiki-extensions-MobileFrontendContentProvider,wikimedia/mediawiki-extensions-MobileFrontendContentProvider,392051494,19,0,0,0,0.0,0,0
139,mediawiki-extensions-Wikistories,wikimedia/mediawiki-extensions-Wikistories,391281073,241,0,0,0,0.0,0,0
140,operations-debs-dragonfly,wikimedia/operations-debs-dragonfly,390390427,1679,0,0,0,0.0,0,0
141,cloud-metricsinfra-prometheus-manager,wikimedia/cloud-metricsinfra-prometheus-manager,386872204,43,0,0,0,0.0,0,0
142,node-rdkafka-prometheus,wikimedia/node-rdkafka-prometheus,386305512,0,0,0,0,0.0,1,0
143,operations-software-elasticsearch-madvise,wikimedia/operations-software-elasticsearch-madvise,383040942,25,0,0,0,0.0,0,0
144,operations-software-elasticsearch,wikimedia/operations-software-elasticsearch,383040188,0,0,0,0,0.0,1,0
145,mediawiki-extensions-BlockInactive,wikimedia/mediawiki-extensions-BlockInactive,382695357,72,0,0,0,0.0,0,0
146,mediawiki-services-wikispeech-ahotts,wikimedia/mediawiki-services-wikispeech-ahotts,381277885,384,0,0,0,0.0,0,0
147,cloud-toolforge-disable-tool,wikimedia/cloud-toolforge-disable-tool,381277003,5,0,0,0,0.0,0,0
148,mediawiki-extensions-EmailDeletedPages,wikimedia/mediawiki-extensions-EmailDeletedPages,381274667,6,0,0,0,0.0,0,0
149,cloud-metricsinfra-prometheus-configurator,wikimedia/cloud-metricsinfra-prometheus-configurator,379245312,20,0,0,0,0.0,0,0
150,cloud-metricsinfra,wikimedia/cloud-metricsinfra,379245096,0,0,0,0,0.0,1,0
151,cloud-toolforge-grid-webservices,wikimedia/cloud-toolforge-grid-webservices,379215657,14,0,0,0,0.0,0,0
152,mediawiki-extensions-PerPageLanguage,wikimedia/mediawiki-extensions-PerPageLanguage,379206126,42,0,0,0,0.0,0,0
153,cloud-instance-puppet,wikimedia/cloud-instance-puppet,378366413,1283,0,0,0,0.0,0,0
154,operations-debs-istioctl,wikimedia/operations-debs-istioctl,377400192,10,0,0,0,0.0,0,0
155,operations-debs-cfssl,wikimedia/operations-debs-cfssl,377078148,2136,0,0,0,0.0,0,0
156,mediawiki-extensions-NaylorAMS,wikimedia/mediawiki-extensions-NaylorAMS,377077081,10,0,0,0,0.0,0,0
157,cloud-toolforge-jobs-framework-cli,wikimedia/cloud-toolforge-jobs-framework-cli,376240693,27,0,0,0,0.0,0,0
158,mediawiki-skins-Reflection,wikimedia/mediawiki-skins-Reflection,373930378,1,0,0,0,0.0,0,0
159,kartotherian-tilelive-switch,wikimedia/kartotherian-tilelive-switch,373574535,0,0,0,0,0.0,1,0
160,mediawiki-extensions-EditAccount,wikimedia/mediawiki-extensions-EditAccount,373115538,92,0,0,0,0.0,0,0
161,operations-software-bernard,wikimedia/operations-software-bernard,372943403,60,0,0,0,0.0,0,0
162,mediawiki-extensions-SimpleCalendar,wikimedia/mediawiki-extensions-SimpleCalendar,371484448,13,0,0,0,0.0,0,0
163,analytics-wmde-WD-WikidataAdHocAnalytics,wikimedia/analytics-wmde-WD-WikidataAdHocAnalytics,370611653,35,0,0,0,0.0,0,0
164,mediawiki-extensions-Report,wikimedia/mediawiki-extensions-Report,370610485,57,0,0,0,0.0,0,0
165,mediawiki-libs-NormalizedException,wikimedia/mediawiki-libs-NormalizedException,370609132,18,0,0,0,0.0,0,0
166,wikimedia-irc-ircservserv-config,wikimedia/wikimedia-irc-ircservserv-config,370154759,26,0,0,0,0.0,0,0
167,wikimedia-irc-ircservserv,wikimedia/wikimedia-irc-ircservserv,370154693,15,0,0,0,0.0,0,0
168,wikimedia-irc,wikimedia/wikimedia-irc,370154580,0,0,0,0,0.0,1,0
169,mediawiki-skins-WMAU,wikimedia/mediawiki-skins-WMAU,369752107,35,0,0,0,0.0,0,0
170,operations-container-miscweb,wikimedia/operations-container-miscweb,367150605,147590,0,0,0,0.0,0,0
171,operations-container,wikimedia/operations-container,367150509,0,0,0,0,0.0,1,0
172,browserslist-config-wikimedia,wikimedia/browserslist-config-wikimedia,367016705,10,0,0,0,0.0,0,0
173,machinelearning-liftwing-inference-services,wikimedia/machinelearning-liftwing-inference-services,366633709,58,0,0,0,0.0,0,0
174,machinelearning-liftwing,wikimedia/machinelearning-liftwing,366631939,0,0,0,0,0.0,1,0
175,machinelearning,wikimedia/machinelearning,366631788,0,0,0,0,0.0,1,0
176,operations-gitlab-ansible,wikimedia/operations-gitlab-ansible,366187760,64,0,0,0,0.0,0,0
177,operations-software-mailman-templates,wikimedia/operations-software-mailman-templates,363403783,48,0,0,0,0.0,0,0
178,mediawiki-extensions-NCBITaxonomyLookup,wikimedia/mediawiki-extensions-NCBITaxonomyLookup,363403276,36,0,0,0,0.0,0,0
179,mediawiki-extensions-PagePort,wikimedia/mediawiki-extensions-PagePort,362395870,1,0,0,0,0.0,0,0
180,apps-android-wikipedia-imagerecs,wikimedia/apps-android-wikipedia-imagerecs,362111718,24,0,0,0,0.0,0,0
181,operations-software-pipermail-redirector,wikimedia/operations-software-pipermail-redirector,362091286,1,0,0,0,0.0,0,0
182,maps-config,wikimedia/maps-config,357881430,9,0,0,0,0.0,0,0
183,wmf-jvm-utils,wikimedia/wmf-jvm-utils,357831212,11,0,0,0,0.0,0,0
184,wikipediapreview-wordpress,wikimedia/wikipediapreview-wordpress,355591574,50,0,0,0,0.0,0,0
185,pretty-json,wikimedia/pretty-json,354958189,5,0,0,0,0.0,0,0
186,json-schema,wikimedia/json-schema,354931993,0,0,0,0,0.0,1,0
187,mediawiki-extensions-Gravatar,wikimedia/mediawiki-extensions-Gravatar,354616207,53,0,0,0,0.0,0,0
188,operations-debs-mailman3,wikimedia/operations-debs-mailman3,354127589,788,0,0,0,0.0,0,0
189,operations-debs-postorius,wikimedia/operations-debs-postorius,354127116,375,0,0,0,0.0,0,0
190,mediawiki-gadgets-TwinkleCore,wikimedia/mediawiki-gadgets-TwinkleCore,354126391,88,0,0,0,0.0,0,0
191,osm-bright.tm2source,wikimedia/osm-bright.tm2source,353056695,0,0,0,0,0.0,1,0
192,osm-bright.tm2,wikimedia/osm-bright.tm2,353056004,0,0,0,0,0.0,1,0
193,wikidata-query-builder,wikimedia/wikidata-query-builder,352995807,244,0,0,0,0.0,0,0
194,operations-debs-hyperkitty,wikimedia/operations-debs-hyperkitty,351886966,430,0,0,0,0.0,0,0
195,metrics-platform,wikimedia/metrics-platform,350843148,164,0,0,0,0.0,0,0
196,labs-tools-majavah-bot,wikimedia/labs-tools-majavah-bot,350510039,31,0,0,0,0.0,0,0
197,cloud-storage-performance-tests,wikimedia/cloud-storage-performance-tests,349230601,3193,0,0,0,0.0,0,0
198,operations-debs-grizzly,wikimedia/operations-debs-grizzly,348134229,1,0,0,0,0.0,0,0
199,abstract-wiki-schemata-generator,wikimedia/abstract-wiki-schemata-generator,347199570,6,0,0,0,0.0,0,0
200,wikimedia-ocr,wikimedia/wikimedia-ocr,346805514,125,0,0,0,0.0,0,0
201,typescript-types,wikimedia/typescript-types,346780106,11,0,0,0,0.0,0,0
202,poppy-cli,wikimedia/poppy-cli,346284074,41,0,0,0,0.0,0,0
203,operations-alerts,wikimedia/operations-alerts,344747778,133,0,0,0,0.0,0,0
204,operations-debs-pygments,wikimedia/operations-debs-pygments,344260557,476,0,0,0,0.0,0,0
205,research-datasets,wikimedia/research-datasets,344212202,19,0,0,0,0.0,0,0
206,mediawiki-extensions-Inbox,wikimedia/mediawiki-extensions-Inbox,342696510,22,0,0,0,0.0,0,0
207,mediawiki-extensions-MergeArticles,wikimedia/mediawiki-extensions-MergeArticles,341011642,80,0,0,0,0.0,0,0
208,mediawiki-extensions-ContentTransfer,wikimedia/mediawiki-extensions-ContentTransfer,341011443,96,0,0,0,0.0,0,0
209,mediawiki-extensions-BlueSpiceFlaggedRevsConnector,wikimedia/mediawiki-extensions-BlueSpiceFlaggedRevsConnector,341010944,190,0,0,0,0.0,0,0
210,mediawiki-extensions-BlueSpicePlayer,wikimedia/mediawiki-extensions-BlueSpicePlayer,341010630,53,0,0,0,0.0,0,0
211,mediawiki-extensions-LockAuthor,wikimedia/mediawiki-extensions-LockAuthor,339856502,50,0,0,0,0.0,0,0
212,mediawiki-extensions-MediaUploader,wikimedia/mediawiki-extensions-MediaUploader,339851459,246,0,0,0,0.0,0,0
213,mediawiki-extensions-WikiLambda,wikimedia/mediawiki-extensions-WikiLambda,339484177,1021,0,0,0,0.0,0,0
214,mediawiki-services-function-schemata,wikimedia/mediawiki-services-function-schemata,338446346,1302,0,0,0,0.0,0,0
215,mediawiki-services-geoshapes,wikimedia/mediawiki-services-geoshapes,338446040,56,0,0,0,0.0,0,0
216,mediawiki-libs-IDLeDOM,wikimedia/mediawiki-libs-IDLeDOM,338444590,602,0,0,0,0.0,0,0
217,cloud-toolforge-jobs-framework-api,wikimedia/cloud-toolforge-jobs-framework-api,337045036,42,0,0,0,0.0,0,0
218,mediawiki-extensions-CIForms,wikimedia/mediawiki-extensions-CIForms,336404151,34,0,0,0,0.0,0,0
219,interconnection-wordpress-theme,wikimedia/interconnection-wordpress-theme,336403584,99,0,0,0,0.0,0,0
220,cloud-wmcs-backups,wikimedia/cloud-wmcs-backups,336396730,1,0,0,0,0.0,0,0
221,kartodock,wikimedia/kartodock,336314542,0,0,0,0,0.0,1,0
222,operations-software-benchmw,wikimedia/operations-software-benchmw,335867531,8,0,0,0,0.0,0,0
223,mediawiki-services-image-suggestion-api,wikimedia/mediawiki-services-image-suggestion-api,335866978,42,0,0,0,0.0,0,0
224,minify,wikimedia/minify,334313445,54,0,0,0,0.0,0,0
225,mediawiki-extensions-UseResource,wikimedia/mediawiki-extensions-UseResource,333945737,38,0,0,0,0.0,0,0
226,mediawiki-libs-WebIDL,wikimedia/mediawiki-libs-WebIDL,333928101,339,0,0,0,0.0,0,0
227,mediawiki-gadgets-WADP,wikimedia/mediawiki-gadgets-WADP,333273158,22,0,0,0,0.0,0,0
228,blubber-doc-example-calculator-service,wikimedia/blubber-doc-example-calculator-service,333239495,11,0,0,0,0.0,0,0
229,blubber-doc-example,wikimedia/blubber-doc-example,333239078,0,0,0,0,0.0,1,0
230,blubber-doc,wikimedia/blubber-doc,333239032,0,0,0,0,0.0,1,0
231,labs-tools-logo-test,wikimedia/labs-tools-logo-test,332660712,13,0,0,0,0.0,0,0
232,mediawiki-extensions-WikiToLDAP,wikimedia/mediawiki-extensions-WikiToLDAP,331451642,44,0,0,0,0.0,0,0
233,operations-debs-alertmanager-webhook-logger,wikimedia/operations-debs-alertmanager-webhook-logger,331127501,17,0,0,0,0.0,0,0
234,operations-debs-phalerts,wikimedia/operations-debs-phalerts,330168920,22,0,0,0,0.0,0,0
235,mediawiki-extensions-Acrolinx,wikimedia/mediawiki-extensions-Acrolinx,330168456,52,0,0,0,0.0,0,0
236,labs-tools-bodh-backend,wikimedia/labs-tools-bodh-backend,330167844,8,0,0,0,0.0,0,0
237,labs-tools-bodh,wikimedia/labs-tools-bodh,330167124,33,0,0,0,0.0,0,0
238,schemas-event-primary,wikimedia/schemas-event-primary,329748584,297,0,0,0,0.0,0,0
239,schemas-event-secondary,wikimedia/schemas-event-secondary,329702226,818,0,0,0,0.0,0,0
240,maps-spikes,wikimedia/maps-spikes,329428143,36,0,0,0,0.0,0,0
241,analytics-wmde-WD-WikidataQurator,wikimedia/analytics-wmde-WD-WikidataQurator,328800102,108,0,0,0,0.0,0,0
242,analytics-wmde-WD-WikidataAnalytics,wikimedia/analytics-wmde-WD-WikidataAnalytics,328799918,1087,0,0,0,0.0,0,0
243,mediawiki-libs-Dodo,wikimedia/mediawiki-libs-Dodo,327926526,915,0,0,0,0.0,0,0
244,mediawiki-services-function-orchestrator,wikimedia/mediawiki-services-function-orchestrator,327925956,312,0,0,0,0.0,0,0
245,operations-software-tegola,wikimedia/operations-software-tegola,327923051,1047,0,0,0,0.0,0,0
246,request-timeout,wikimedia/request-timeout,327417268,28,0,0,0,0.0,0,0
247,mediawiki-services-parsoid-deploy,wikimedia/mediawiki-services-parsoid-deploy,326520099,19683,0,0,0,0.0,0,0
248,mediawiki-skins-Mirage,wikimedia/mediawiki-skins-Mirage,325660384,184,0,0,0,0.0,0,0
249,mediawiki-extensions-TemplateScripts,wikimedia/mediawiki-extensions-TemplateScripts,325659942,1,0,0,0,0.0,0,0
