,repo_name,commit_sha,commit_msg,commit_html,file_name,file_status
0,analytics-vagrant-build,d18472db677e6252a85d49f5c3449cb00c81f80d,"Not including cloudera apt source by default.

Change-Id: Icf00dd0b99a1d9900f81935eaaa561e0def42359",https://github.com/wikimedia/analytics-vagrant-build/commit/d18472db677e6252a85d49f5c3449cb00c81f80d,puppet/manifests/base.pp,modified
1,analytics-vagrant-build,3a0114594d642184e57b108b946a95759c69cb06,"Upping memory, installing apt-file and git-core by default

Change-Id: I5ae5f5a56e1f49aae44fc99e237d4fa1bb7b4fd0",https://github.com/wikimedia/analytics-vagrant-build/commit/3a0114594d642184e57b108b946a95759c69cb06,puppet/manifests/site.pp,modified
2,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/manifests/base.pp,added
3,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/manifests/site.pp,added
4,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/apt/manifests/conf.pp,added
5,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/apt/manifests/init.pp,added
6,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/apt/manifests/pin.pp,added
7,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/apt/manifests/repository.pp,added
8,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/apt/manifests/update.pp,added
9,analytics-vagrant-build,f432ac668aabe432da94932bf0d3cabfb9355301,Initial commit,https://github.com/wikimedia/analytics-vagrant-build/commit/f432ac668aabe432da94932bf0d3cabfb9355301,puppet/modules/java/manifests/init.pp,added
10,analytics-vagrant-kraken,9d6cf175bee374ee3ac29d732ab21bb4d309f340,Removing commented stuff,https://github.com/wikimedia/analytics-vagrant-kraken/commit/9d6cf175bee374ee3ac29d732ab21bb4d309f340,puppet/manifests/site.pp,modified
11,analytics-vagrant-kraken,e76ca2c0e2b827032c06e5896dd8dc94c8317143,Removing unused stuff from base.pp,https://github.com/wikimedia/analytics-vagrant-kraken/commit/e76ca2c0e2b827032c06e5896dd8dc94c8317143,puppet/manifests/base.pp,modified
12,analytics-vagrant-kraken,c3fcc69156ad71e07d505696a0c0ef0dce07885f,Updates for hadoop and zookeeper,https://github.com/wikimedia/analytics-vagrant-kraken/commit/c3fcc69156ad71e07d505696a0c0ef0dce07885f,puppet/manifests/base.pp,modified
13,analytics-vagrant-kraken,c3fcc69156ad71e07d505696a0c0ef0dce07885f,Updates for hadoop and zookeeper,https://github.com/wikimedia/analytics-vagrant-kraken/commit/c3fcc69156ad71e07d505696a0c0ef0dce07885f,puppet/manifests/kraken.pp,removed
14,analytics-vagrant-kraken,c3fcc69156ad71e07d505696a0c0ef0dce07885f,Updates for hadoop and zookeeper,https://github.com/wikimedia/analytics-vagrant-kraken/commit/c3fcc69156ad71e07d505696a0c0ef0dce07885f,puppet/manifests/site.pp,modified
15,analytics-vagrant-kraken,c92aff88c66fbe9cb0d9a2f8a367e56152860a60,Commenting out kraken::config usage.  Not using this. (Yet?),https://github.com/wikimedia/analytics-vagrant-kraken/commit/c92aff88c66fbe9cb0d9a2f8a367e56152860a60,puppet/manifests/kraken.pp,modified
16,analytics-vagrant-kraken,eb2e0106d672696495e94aa603a3e0cb1e26ef72,Only including Hadoop in vagrant VM by default right now.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/eb2e0106d672696495e94aa603a3e0cb1e26ef72,puppet/manifests/base.pp,modified
17,analytics-vagrant-kraken,eb2e0106d672696495e94aa603a3e0cb1e26ef72,Only including Hadoop in vagrant VM by default right now.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/eb2e0106d672696495e94aa603a3e0cb1e26ef72,puppet/manifests/kraken.pp,modified
18,analytics-vagrant-kraken,eb2e0106d672696495e94aa603a3e0cb1e26ef72,Only including Hadoop in vagrant VM by default right now.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/eb2e0106d672696495e94aa603a3e0cb1e26ef72,puppet/manifests/site.pp,modified
19,analytics-vagrant-kraken,ce8833a86b9c20780c345f6866f313eb134cab46,Adding kraken configs.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/ce8833a86b9c20780c345f6866f313eb134cab46,puppet/manifests/base.pp,modified
20,analytics-vagrant-kraken,ce8833a86b9c20780c345f6866f313eb134cab46,Adding kraken configs.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/ce8833a86b9c20780c345f6866f313eb134cab46,puppet/manifests/kraken.pp,added
21,analytics-vagrant-kraken,ce8833a86b9c20780c345f6866f313eb134cab46,Adding kraken configs.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/ce8833a86b9c20780c345f6866f313eb134cab46,puppet/manifests/site.pp,modified
22,analytics-vagrant-kraken,2cd79f9af392b2b49952984578559f9c2bd19d69,"Adding java module.
Including java in base.pp.

Adding kafka module.
Including kafka in base.pp",https://github.com/wikimedia/analytics-vagrant-kraken/commit/2cd79f9af392b2b49952984578559f9c2bd19d69,puppet/manifests/base.pp,modified
23,analytics-vagrant-kraken,2cd79f9af392b2b49952984578559f9c2bd19d69,"Adding java module.
Including java in base.pp.

Adding kafka module.
Including kafka in base.pp",https://github.com/wikimedia/analytics-vagrant-kraken/commit/2cd79f9af392b2b49952984578559f9c2bd19d69,puppet/manifests/site.pp,modified
24,analytics-vagrant-kraken,2cd79f9af392b2b49952984578559f9c2bd19d69,"Adding java module.
Including java in base.pp.

Adding kafka module.
Including kafka in base.pp",https://github.com/wikimedia/analytics-vagrant-kraken/commit/2cd79f9af392b2b49952984578559f9c2bd19d69,puppet/modules/java/manifests/init.pp,added
25,analytics-vagrant-kraken,ff05fd751ee21eb883fa668a632fc131dfada435,Using apt module to install wikimedia apt repo settings,https://github.com/wikimedia/analytics-vagrant-kraken/commit/ff05fd751ee21eb883fa668a632fc131dfada435,puppet/manifests/base.pp,added
26,analytics-vagrant-kraken,ff05fd751ee21eb883fa668a632fc131dfada435,Using apt module to install wikimedia apt repo settings,https://github.com/wikimedia/analytics-vagrant-kraken/commit/ff05fd751ee21eb883fa668a632fc131dfada435,puppet/manifests/site.pp,modified
27,analytics-vagrant-kraken,6c3a578dcdbdaace282ebaa427803300e0a95877,Adding apt module,https://github.com/wikimedia/analytics-vagrant-kraken/commit/6c3a578dcdbdaace282ebaa427803300e0a95877,puppet/modules/apt/manifests/conf.pp,added
28,analytics-vagrant-kraken,6c3a578dcdbdaace282ebaa427803300e0a95877,Adding apt module,https://github.com/wikimedia/analytics-vagrant-kraken/commit/6c3a578dcdbdaace282ebaa427803300e0a95877,puppet/modules/apt/manifests/init.pp,added
29,analytics-vagrant-kraken,6c3a578dcdbdaace282ebaa427803300e0a95877,Adding apt module,https://github.com/wikimedia/analytics-vagrant-kraken/commit/6c3a578dcdbdaace282ebaa427803300e0a95877,puppet/modules/apt/manifests/pin.pp,added
30,analytics-vagrant-kraken,6c3a578dcdbdaace282ebaa427803300e0a95877,Adding apt module,https://github.com/wikimedia/analytics-vagrant-kraken/commit/6c3a578dcdbdaace282ebaa427803300e0a95877,puppet/modules/apt/manifests/repository.pp,added
31,analytics-vagrant-kraken,6c3a578dcdbdaace282ebaa427803300e0a95877,Adding apt module,https://github.com/wikimedia/analytics-vagrant-kraken/commit/6c3a578dcdbdaace282ebaa427803300e0a95877,puppet/modules/apt/manifests/update.pp,added
32,analytics-vagrant-kraken,4590a29518efeb24cef5b340ba958ef77c7684e6,First commit of Kraken Vagrant VM.,https://github.com/wikimedia/analytics-vagrant-kraken/commit/4590a29518efeb24cef5b340ba958ef77c7684e6,puppet/manifests/site.pp,added
33,puppet,609c65d29c984b15b51efa1f1126205d2a4cb91f,"certspotter: temporarily disable certspotter (and the systemd timer)

As discussed in T318911, there are various issues with certspotter that
prevent it from being useful. Pending those issues being fixed,
certspotter doesn't provide any meaningful data that is being currently
reviewed because of the low signal-to-noise ratio.

As per discussions in the Traffic meeting, we are disabling certspotter
till we can improve it or fix the issues mentioned in T318911.

Bug: T318911
Hosts: O:alerting_host
Change-Id: Ib45e0115ae9050c417f5297c35c864a0d44f889b",https://github.com/wikimedia/puppet/commit/609c65d29c984b15b51efa1f1126205d2a4cb91f,modules/certspotter/manifests/init.pp,modified
34,puppet,2c69d0f3a56221f1d9151232640d6193eaf660b4,"Remove remaining Puppet references to ganeti5002 (decommed)

Change-Id: Ia67a8e756668dd63ff14bd87eb0d2e2ea69c258a",https://github.com/wikimedia/puppet/commit/2c69d0f3a56221f1d9151232640d6193eaf660b4,manifests/site.pp,modified
35,puppet,f4cc06edd279ab0c01f17d35c79f6e5a0d55c019,"site.pp: role::test for test-reimage2001.

Bug: T324744
Change-Id: Iae8cf3cf41a5eeef7902a59a9dde82b08f305033",https://github.com/wikimedia/puppet/commit/f4cc06edd279ab0c01f17d35c79f6e5a0d55c019,manifests/site.pp,modified
36,puppet,1f1e676ee06ad660dd20447810a2afe02728b8bf,"site: Productionise mc2039 too

Change-Id: Ib301541aa013915a3fa610ffae2256844e81db72",https://github.com/wikimedia/puppet/commit/1f1e676ee06ad660dd20447810a2afe02728b8bf,manifests/site.pp,modified
37,puppet,0ac764b45dd296dcf7c32303a932044a2cd55ef6,"site: Productionise mc20[39-55]

Putting new memcached servers ready for production.

Bug: T293012
Change-Id: Ibb2e5bca9f573248de01f867b58a3508873b63fc",https://github.com/wikimedia/puppet/commit/0ac764b45dd296dcf7c32303a932044a2cd55ef6,manifests/site.pp,modified
38,puppet,b81307d8be75cbd2519b2341484ad616494a9d7b,"P:mediawiki::php:monitoring: Retry opcache probe

Warn after 1h (6 retries at 10 minute intervals) of opcache hit ratio
under 99.99%.
This should clear the ""normal"" warnings after a deployment while opcache
warms up, and still alert us if it doesn't because a server is not getting
traffic or there is a mediawiki issue.

Bug: T324649
Change-Id: Ib6a02d0a430c2c4ec60671ad26751b8b0984f576",https://github.com/wikimedia/puppet/commit/b81307d8be75cbd2519b2341484ad616494a9d7b,modules/profile/manifests/mediawiki/php/monitoring.pp,modified
39,puppet,6573e1a22adcc2e5c96864368f3e1761be537dcb,"prometheus: Enable profile::auto_restarts::service for Envoy

Automatically restart Envoy if underlying runtime library dependencies
have been upgraded (e.g. openssl). The restart is splayed across
each business day (on Mo-Fr).

Tested on prometheus4001 following the latest glibc security update.

Bug: T135991
Change-Id: I2357e74a753f0e485239e14ec5a0638093bc059b",https://github.com/wikimedia/puppet/commit/6573e1a22adcc2e5c96864368f3e1761be537dcb,modules/profile/manifests/prometheus/web.pp,modified
40,puppet,ab46f78ff0e18d67cc4b66a6370fc9378d03a1f9,"Make ganeti5005 a Ganeti node

Bug: T324610
Change-Id: Ia6f8073ab49f495b389a29934a64491428291648",https://github.com/wikimedia/puppet/commit/ab46f78ff0e18d67cc4b66a6370fc9378d03a1f9,manifests/site.pp,modified
